"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","OWN_CAR_AGE","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE"
110948,0,"Cash loans","F","Y",0,382500,654498,31617,585000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.04622,-13467,-2168,-7533,-1030,65,1,1,0,1,0,1,"Medicine staff",2,1,1,"FRIDAY",13,0,0,0,0,0,0,"Government",3,0,3,0,-1945
110966,0,"Cash loans","M","N",0,382500,1381113,36562.5,1206000,"Unaccompanied","Commercial associate","Higher education","Civil marriage","House / apartment",0.031329,-11922,-504,-1099,-3624,6,1,1,0,1,0,0,"Sales staff",2,2,2,"THURSDAY",12,0,0,0,0,0,0,"Trade: type 6",0,0,0,0,-4
110987,0,"Cash loans","F","Y",1,112500,427045.5,23296.5,319500,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.010643,-14331,-1413,-8197,-4529,65,1,1,0,1,0,0,"Laborers",2,2,2,"TUESDAY",9,0,0,0,0,1,1,"Business Entity Type 3",0,0,0,0,-1046
110996,0,"Revolving loans","F","Y",0,135000,180000,9000,180000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.008019,-8559,-534,-5791,-993,4,1,1,0,1,0,0,"Laborers",2,2,2,"WEDNESDAY",16,0,0,0,0,1,1,"Military",9,0,9,0,-842
111057,0,"Cash loans","M","N",0,121500,848745,35959.5,675000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.010276,-15485,-2193,-8088,-4498,9,1,0,0,1,1,0,"Drivers",2,2,2,"MONDAY",18,0,0,0,0,0,0,"Industry: type 11",1,0,1,0,-1908
111135,0,"Revolving loans","M","Y",1,292500,270000,13500,270000,"Unaccompanied","Commercial associate","Higher education","Single / not married","Rented apartment",0.020246,-14177,-1104,-3791,-3863,9,1,1,0,1,0,0,"Managers",2,3,3,"SUNDAY",8,1,1,0,1,1,0,"Self-employed",0,0,0,0,-825
111137,0,"Cash loans","M","Y",0,225000,497520,36184.5,450000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.04622,-19115,-1188,-9038,-2598,9,1,1,0,1,0,0,"High skill tech staff",2,1,1,"SUNDAY",15,0,0,0,1,1,1,"Business Entity Type 3",0,0,0,0,-1794
111190,0,"Cash loans","F","Y",3,135000,668304,28444.5,540000,"Spouse, partner","State servant","Secondary / secondary special","Married","House / apartment",0.032561,-13952,-4251,-3069,-4470,10,1,1,0,1,1,0,"Medicine staff",5,1,1,"FRIDAY",17,0,0,0,0,0,0,"Medicine",0,0,0,0,-1989
111242,0,"Cash loans","M","Y",0,225000,1078200,31653,9e+05,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.031329,-16236,-1359,-978,-4036,0,1,1,0,1,0,0,"Laborers",2,2,2,"WEDNESDAY",15,0,0,0,0,0,0,"Business Entity Type 1",2,0,2,0,-2810
111360,0,"Cash loans","F","Y",0,225000,543037.5,36288,463500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.031329,-12250,-514,-1595,-4158,1,1,1,0,1,0,0,"Managers",2,2,2,"MONDAY",13,0,0,0,0,1,1,"Business Entity Type 3",0,0,0,0,-2495
111481,0,"Cash loans","M","N",0,202500,1800000,49500,1800000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.04622,-15683,-1779,-2947,-4218,13,1,1,0,1,0,0,"Laborers",2,1,1,"MONDAY",18,0,0,0,0,0,0,"Industry: type 7",0,0,0,0,-511
111526,0,"Cash loans","M","Y",1,157500,387000,30078,387000,"Unaccompanied","Working","Secondary / secondary special","Separated","With parents",0.015221,-12934,-1664,-7061,-4110,15,1,1,0,1,0,0,"Laborers",2,2,2,"WEDNESDAY",10,0,1,1,0,1,1,"Business Entity Type 3",1,0,1,0,-952
111579,0,"Cash loans","M","Y",0,135000,284400,22599,225000,"Family","Working","Secondary / secondary special","Single / not married","House / apartment",0.031329,-10534,-1424,-6345,-3209,7,1,1,0,1,0,0,"Laborers",1,2,2,"MONDAY",15,0,0,0,0,0,0,"Government",8,1,8,1,-1011
111625,0,"Cash loans","M","N",0,180000,781920,42417,675000,"Family","Working","Secondary / secondary special","Married","House / apartment",0.035792,-18883,-8268,-5712,-2434,11,1,1,1,1,1,0,"Laborers",2,2,2,"TUESDAY",18,0,0,0,0,0,0,"Government",8,0,8,0,-3084
111674,0,"Cash loans","M","Y",0,67500,518562,20695.5,463500,"Spouse, partner","State servant","Secondary / secondary special","Married","House / apartment",0.025164,-20012,-9938,-10565,-3037,12,1,1,0,1,0,0,"Drivers",2,2,2,"THURSDAY",10,0,0,0,0,0,0,"Government",0,0,0,0,0
111717,1,"Revolving loans","F","N",0,112500,337500,16875,337500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.025164,-19178,-2900,-8541,-2560,13,1,1,0,1,0,0,"Laborers",2,2,2,"WEDNESDAY",13,0,0,0,0,0,0,"Government",3,0,3,0,-962
111886,0,"Cash loans","M","Y",2,135000,177768,9076.5,135000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018801,-12806,-471,-6335,-4739,15,1,1,0,1,0,0,"Sales staff",4,2,2,"TUESDAY",12,0,0,0,0,0,0,"Self-employed",6,0,6,0,-1713
111956,0,"Cash loans","M","Y",3,360000,312768,19030.5,270000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.04622,-14597,-875,-6498,-1607,15,1,1,0,1,0,1,"Laborers",5,1,1,"SATURDAY",14,0,0,0,0,0,0,"Business Entity Type 2",0,0,0,0,-1856
111961,0,"Cash loans","M","Y",0,247500,327024,12456,270000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.006852,-21854,-795,-1975,-2284,18,1,1,1,1,1,0,"Drivers",2,3,3,"WEDNESDAY",10,0,0,0,0,0,0,"Self-employed",6,0,6,0,-1775
112112,0,"Cash loans","M","N",0,180000,594261,18787.5,513000,"Unaccompanied","Working","Higher education","Civil marriage","House / apartment",0.032561,-23138,-2450,-5871,-4533,3,1,1,0,1,0,0,"Private service staff",2,1,1,"SUNDAY",12,0,0,0,0,0,0,"Other",0,0,0,0,-1800
112161,0,"Cash loans","F","Y",1,202500,679500,66195,679500,"Family","Commercial associate","Higher education","Married","House / apartment",0.04622,-12700,-4099,-195,-3479,4,1,1,0,1,0,0,"Core staff",3,1,1,"WEDNESDAY",18,0,0,0,0,0,0,"Police",0,0,0,0,-2024
112172,0,"Cash loans","M","Y",3,270000,315000,18211.5,315000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010006,-18730,-3031,-8436,-2285,24,1,1,0,1,0,0,"High skill tech staff",5,2,2,"SATURDAY",13,0,0,0,0,0,0,"Other",0,0,0,0,-2110
112226,0,"Cash loans","F","N",2,216000,1587906,50256,1458000,"Unaccompanied","Commercial associate","Incomplete higher","Married","House / apartment",0.031329,-9243,-351,-9243,-1382,3,1,1,1,1,0,0,"Sales staff",4,2,2,"THURSDAY",7,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-498
112229,0,"Cash loans","M","Y",0,540000,1350000,51421.5,1350000,"Unaccompanied","Commercial associate","Higher education","Civil marriage","Municipal apartment",0.072508,-16201,-558,-8154,-2699,2,1,1,1,1,1,0,"Managers",2,1,1,"MONDAY",9,0,0,0,0,0,0,"Trade: type 3",0,0,0,0,-2522
112325,0,"Cash loans","M","Y",0,202500,450000,11871,450000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.001333,-21063,-1676,-5024,-3626,17,1,1,0,1,0,0,"Drivers",2,3,3,"TUESDAY",10,0,0,0,0,0,0,"Military",0,0,0,0,-2177
112355,0,"Cash loans","M","Y",1,225000,514602,52861.5,495000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.007274,-11634,-1631,-594,-2729,7,1,1,0,1,1,0,"Laborers",3,2,2,"TUESDAY",16,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-308
112382,0,"Cash loans","M","Y",2,270000,208512,22585.5,180000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010006,-12330,-4770,-5895,-4627,4,1,1,0,1,0,0,"Laborers",4,2,1,"THURSDAY",10,0,0,0,0,0,0,"Industry: type 9",2,0,2,0,-1593
112522,0,"Cash loans","F","N",0,157500,781920,31522.5,675000,"Other_A","State servant","Higher education","Married","House / apartment",0.0228,-9490,-996,-4155,-1922,0,1,1,0,1,0,0,"Core staff",2,2,2,"SATURDAY",10,0,0,0,0,0,0,"University",2,1,2,0,-610
112534,0,"Cash loans","M","N",0,180000,269550,21739.5,225000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.019689,-10388,-1726,-4385,-2845,8,1,1,0,1,0,1,"Managers",1,2,2,"FRIDAY",14,0,0,0,0,1,1,"Construction",8,0,8,0,-946
112591,0,"Cash loans","F","N",1,135000,1236816,39897,1080000,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.001333,-14557,-2057,-733,-1443,14,1,1,0,1,0,0,"Managers",3,3,3,"SATURDAY",9,0,0,0,0,1,1,"Self-employed",2,0,2,0,-422
112690,0,"Cash loans","M","N",2,540000,1800000,62568,1800000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.032561,-13499,-1667,-731,-3685,2,1,1,1,1,0,0,"Managers",4,1,1,"MONDAY",17,0,0,0,0,0,0,"Self-employed",1,0,1,0,-671
112714,0,"Cash loans","F","N",2,157500,1125000,32895,1125000,"Family","Commercial associate","Secondary / secondary special","Married","House / apartment",0.005144,-13014,-397,-275,-4831,1,1,1,1,1,1,0,"Managers",4,2,2,"THURSDAY",17,0,0,0,0,0,0,"Business Entity Type 3",4,0,4,0,-1396
112739,0,"Cash loans","F","Y",0,126000,106974,10710,94500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.030755,-17644,-6523,-4968,-1171,8,1,1,0,1,0,0,"Sales staff",2,2,2,"MONDAY",14,0,0,0,0,0,0,"Self-employed",0,0,0,0,-2549
112854,0,"Cash loans","M","Y",0,202500,1525482,40369.5,1363500,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.025164,-19166,-919,-6232,-2642,6,1,1,1,1,1,0,"Managers",2,2,2,"THURSDAY",9,0,0,0,0,0,0,"Government",0,0,0,0,0
112894,0,"Cash loans","M","N",0,1350000,835380,40189.5,675000,"Family","Working","Secondary / secondary special","Married","House / apartment",0.018029,-14047,-1038,-1015,-2131,7,1,1,0,1,0,0,"Managers",2,3,3,"THURSDAY",16,0,0,0,0,0,0,"Transport: type 4",0,0,0,0,-713
112918,1,"Cash loans","M","Y",0,180000,776304,25042.5,648000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.004849,-20433,-1378,-7117,-3985,7,1,1,0,1,0,0,"Managers",1,2,2,"MONDAY",12,0,0,0,0,0,0,"Other",0,0,0,0,-1043
112961,0,"Cash loans","M","Y",0,225000,1125000,32895,1125000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.032561,-18558,-2222,-10741,-2091,7,1,1,1,1,1,0,"Managers",2,1,1,"SATURDAY",16,0,0,0,0,0,0,"Business Entity Type 1",0,0,0,0,-1594
112993,0,"Cash loans","F","Y",1,135000,495351,52146,459000,"Family","State servant","Secondary / secondary special","Married","Office apartment",0.035792,-15890,-799,-475,-2218,8,1,1,0,1,0,0,"Medicine staff",3,2,2,"WEDNESDAY",10,0,1,1,0,1,1,"Medicine",0,0,0,0,-627
113019,0,"Cash loans","F","Y",2,180000,679500,22585.5,679500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.025164,-17973,-2114,-2215,-1533,1,1,1,0,1,0,0,"High skill tech staff",4,2,2,"MONDAY",16,0,0,0,0,0,0,"Security Ministries",0,0,0,0,-1228
113030,0,"Cash loans","M","Y",0,468000,1223010,51948,1125000,"Spouse, partner","State servant","Secondary / secondary special","Married","House / apartment",0.009334,-14887,-3117,-4677,-4341,7,1,1,0,1,0,0,"Laborers",2,2,2,"THURSDAY",16,0,0,0,0,0,0,"Military",2,0,2,0,-1858
113070,0,"Cash loans","M","Y",1,337500,2517300,66532.5,2250000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.018029,-11489,-3109,-1603,-3642,5,1,1,0,1,0,0,"Managers",3,3,2,"FRIDAY",8,0,0,0,0,0,0,"Security Ministries",0,0,0,0,-1888
113091,0,"Cash loans","M","N",1,180000,103500,10210.5,103500,"Unaccompanied","Working","Secondary / secondary special","Married","Municipal apartment",0.020713,-15381,-3693,-4327,-4899,3,1,1,0,1,1,0,"Core staff",3,3,2,"FRIDAY",7,0,0,0,0,0,0,"Advertising",0,0,0,0,-1897
113178,0,"Cash loans","F","Y",2,117000,385056,10719,252000,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.019689,-12899,-2198,-2885,-4018,15,1,1,0,1,0,0,"Cooking staff",4,2,2,"FRIDAY",16,0,0,0,0,0,0,"Kindergarten",6,1,6,1,-362
113207,0,"Cash loans","F","N",0,225000,500490,48757.5,450000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.032561,-15789,-5598,-2047,-4571,2,1,1,1,1,1,0,"Accountants",2,1,1,"SATURDAY",17,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-422
113226,0,"Cash loans","M","Y",0,112500,232344,12604.5,157500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018029,-9195,-900,-1833,-1878,13,1,1,1,1,0,0,"Laborers",2,3,3,"MONDAY",9,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-407
113233,0,"Cash loans","F","N",2,270000,2013840,55377,1800000,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.022625,-13258,-2300,-6228,-4136,11,1,1,0,1,0,0,"Managers",4,2,2,"TUESDAY",16,0,0,0,0,0,0,"School",0,0,0,0,-723
113261,0,"Cash loans","F","Y",0,315000,1162300.5,108805.5,1129500,"Family","Working","Secondary / secondary special","Married","House / apartment",0.025164,-19765,-12241,-6818,-3319,4,1,1,0,1,0,0,"Sales staff",2,2,2,"FRIDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,0
113294,0,"Cash loans","F","N",3,180000,946764,37678.5,765000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.010276,-12125,-2947,-5981,-4019,3,1,1,0,1,0,0,"Managers",5,2,2,"FRIDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-2813
113295,0,"Cash loans","F","Y",1,450000,942300,27679.5,675000,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.018801,-15161,-5015,-9246,-2436,3,1,1,0,1,0,0,"Managers",2,2,2,"THURSDAY",12,0,0,0,0,0,0,"Self-employed",0,0,0,0,-1674
113314,0,"Cash loans","F","Y",1,81000,1078200,31653,9e+05,"Unaccompanied","Working","Incomplete higher","Married","House / apartment",0.010006,-10538,-1577,-2878,-1049,64,1,1,0,1,0,0,"Core staff",3,2,2,"THURSDAY",10,0,0,0,0,0,0,"Security Ministries",0,0,0,0,-2482
113327,0,"Cash loans","M","Y",0,450000,360000,40716,360000,"Unaccompanied","Commercial associate","Higher education","Married","Municipal apartment",0.032561,-14327,-919,-6851,-5003,3,1,1,1,1,1,1,"Managers",2,1,1,"WEDNESDAY",14,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-2092
113329,0,"Cash loans","M","N",1,225000,521280,28278,450000,"Unaccompanied","Commercial associate","Higher education","Married","With parents",0.022625,-12537,-3760,-6306,-4615,1,1,1,1,1,0,0,"High skill tech staff",3,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Business Entity Type 3",2,0,2,0,-2689
113345,0,"Cash loans","F","N",1,157500,901845,50485.5,787500,"Unaccompanied","Working","Secondary / secondary special","Married","Rented apartment",0.020713,-12743,-734,-6290,-1193,4,1,1,0,1,0,0,"Sales staff",3,3,2,"SUNDAY",13,0,0,0,0,0,0,"Trade: type 7",0,0,0,0,-1764
113348,0,"Cash loans","M","Y",1,180000,1024740,55719,9e+05,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.031329,-14455,-753,-8493,-4840,8,1,1,0,1,1,0,"Managers",3,2,2,"FRIDAY",14,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-2242
113357,0,"Cash loans","F","Y",0,112500,472500,22860,472500,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.015221,-12971,-4352,-309,-4713,9,1,1,0,1,1,0,"Accountants",2,2,2,"THURSDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-2215
113369,0,"Cash loans","F","Y",0,180000,916470,29695.5,765000,"Unaccompanied","State servant","Higher education","Married","Office apartment",0.019689,-11397,-2620,-1156,-3948,4,1,1,0,1,1,0,"Core staff",2,2,2,"TUESDAY",10,0,0,0,0,0,0,"Police",1,0,1,0,-21
113423,0,"Cash loans","F","Y",0,135000,1082214,31770,945000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.020246,-18326,-1336,-2526,-1866,14,1,1,0,1,0,0,"Sales staff",2,3,3,"MONDAY",8,0,0,0,0,0,0,"Self-employed",5,0,5,0,-1594
113429,0,"Cash loans","M","N",2,315000,1575000,58500,1575000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.028663,-13399,-992,-7234,-4014,14,1,1,0,1,0,0,"Laborers",4,2,2,"MONDAY",10,0,1,1,0,1,1,"Industry: type 9",3,2,3,2,-1136
113461,1,"Cash loans","F","N",0,202500,502497,36562.5,454500,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.072508,-9364,-1201,-3600,-1971,7,1,1,1,1,0,0,"Core staff",1,1,1,"SATURDAY",11,0,0,0,0,0,0,"Advertising",0,0,0,0,-747
113463,0,"Cash loans","F","N",2,157500,9e+05,26316,9e+05,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.04622,-13031,-590,-1967,-4741,19,1,1,1,1,0,0,"Realty agents",4,1,1,"WEDNESDAY",20,0,0,0,0,0,0,"Realtor",1,0,1,0,-1495
113488,0,"Cash loans","F","Y",0,139500,835380,35523,675000,"Unaccompanied","Commercial associate","Higher education","Widow","House / apartment",0.031329,-23443,-4770,-14795,-4682,14,1,1,0,1,0,0,"Core staff",1,2,2,"TUESDAY",11,0,0,0,0,0,0,"University",0,0,0,0,-1306
113513,0,"Cash loans","M","N",2,360000,1051294.5,30870,918000,"Unaccompanied","State servant","Higher education","Civil marriage","House / apartment",0.010006,-13822,-2355,-1155,-5457,1,1,1,0,1,0,0,"Managers",4,2,2,"TUESDAY",12,0,0,0,0,0,0,"School",0,0,0,0,-2308
113525,0,"Cash loans","M","Y",0,202500,708552,25578,585000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-19474,-6011,-9954,-3009,12,1,1,0,1,1,1,"Laborers",2,2,2,"TUESDAY",15,0,0,0,0,0,0,"Business Entity Type 2",0,0,0,0,-1995
113564,0,"Cash loans","F","Y",2,225000,1006920,51543,9e+05,"Unaccompanied","Commercial associate","Incomplete higher","Married","House / apartment",0.008068,-14180,-1481,-786,-1426,5,1,1,0,1,1,0,"Accountants",4,3,3,"SATURDAY",6,0,0,0,0,0,0,"Military",1,0,1,0,-319
113596,0,"Cash loans","M","Y",0,247500,528633,22396.5,472500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.02461,-10447,-1437,-5170,-3121,3,1,1,0,1,0,0,"Laborers",2,2,2,"MONDAY",19,0,0,0,0,0,0,"Self-employed",0,0,0,0,-966
113666,0,"Cash loans","M","Y",0,360000,886176,49612.5,765000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.008019,-16930,-2233,-8180,-119,12,1,1,0,1,1,0,"Managers",2,2,2,"TUESDAY",14,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-1463
113688,1,"Cash loans","F","Y",0,67500,416052,15813,292500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.020246,-14177,-711,-4218,-5018,3,1,1,0,1,0,0,"Sales staff",2,3,3,"MONDAY",8,0,0,0,0,0,0,"Business Entity Type 3",14,0,14,0,-1705
113696,0,"Cash loans","M","N",0,162000,280170,33381,247500,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.022625,-14271,-1243,-6823,-5421,3,1,1,0,1,0,0,"Drivers",2,2,2,"MONDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1766
113743,0,"Cash loans","M","N",1,225000,463500,33858,463500,"Family","Working","Secondary / secondary special","Married","House / apartment",0.01452,-11548,-528,-1462,-3612,1,1,1,0,1,0,0,"Drivers",3,2,2,"FRIDAY",13,0,0,0,0,0,0,"Transport: type 4",6,0,6,0,-2183
113812,0,"Cash loans","M","Y",0,225000,497520,53712,450000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.004849,-9112,-450,-8771,-1786,8,1,1,0,1,0,0,"Managers",2,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Self-employed",0,0,0,0,-894
113834,0,"Revolving loans","F","Y",0,576000,9e+05,45000,9e+05,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.04622,-17168,-397,-7337,-685,2,1,1,0,1,1,1,"Managers",2,1,1,"WEDNESDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-646
113850,0,"Revolving loans","F","Y",1,157500,270000,13500,270000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.009175,-13643,-437,-6019,-6004,0,1,1,0,1,0,0,"Laborers",3,2,2,"TUESDAY",16,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1482
113874,0,"Cash loans","F","Y",0,360000,497520,49207.5,450000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.072508,-21119,-1642,-3287,-81,7,1,1,0,1,1,0,"Managers",2,1,1,"MONDAY",14,0,1,1,0,0,0,"Other",0,0,0,0,-2490
113917,0,"Cash loans","M","N",0,67500,152820,16177.5,135000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","Municipal apartment",0.008019,-15347,-218,-671,-4132,13,1,1,1,1,0,0,"Security staff",1,2,2,"WEDNESDAY",10,0,0,0,0,1,1,"Business Entity Type 3",0,0,0,0,0
113921,0,"Revolving loans","F","Y",1,225000,540000,27000,540000,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.072508,-11821,-1274,-5807,-3603,18,1,1,0,1,1,0,"Core staff",2,1,1,"MONDAY",18,0,0,0,0,0,0,"Bank",4,0,4,0,-1497
113924,0,"Cash loans","M","N",0,315000,979146,62707.5,855000,"Unaccompanied","Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.035792,-11615,-2018,-5230,-3298,4,1,1,0,1,0,0,"Laborers",2,2,2,"SATURDAY",11,0,0,0,0,0,0,"Construction",1,0,1,0,-1641
114112,0,"Cash loans","M","Y",0,157500,935640,91147.5,9e+05,"Unaccompanied","Working","Higher education","Married","House / apartment",0.010556,-13195,-2782,-2584,-4031,7,1,1,0,1,0,0,"Laborers",2,3,3,"THURSDAY",10,0,0,0,0,1,1,"Construction",8,0,8,0,-2423
114137,0,"Cash loans","M","Y",0,180000,135000,14670,135000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.028663,-12950,-973,-1108,-3549,7,1,1,0,1,0,0,"Laborers",2,2,2,"THURSDAY",14,0,1,1,0,1,1,"Business Entity Type 2",0,0,0,0,-1818
114189,0,"Cash loans","F","Y",1,202500,9e+05,46084.5,9e+05,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.019689,-14297,-3511,-3269,-3674,3,1,1,0,1,0,0,"Sales staff",3,2,2,"TUESDAY",9,0,0,0,0,0,0,"Self-employed",0,0,0,0,-1694
114233,0,"Cash loans","F","N",0,436500,1971072,68512.5,1800000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.072508,-12289,-1429,-5235,-557,3,1,1,0,1,1,0,"Managers",2,1,1,"WEDNESDAY",14,0,0,0,0,0,0,"Business Entity Type 2",4,1,4,0,-446
114336,0,"Cash loans","F","Y",1,135000,679500,19998,679500,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.018209,-14751,-179,-3969,-1555,64,1,1,0,1,0,0,"Private service staff",2,3,3,"THURSDAY",7,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-1279
114341,0,"Cash loans","M","Y",0,360000,315000,24885,315000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.019101,-12849,-3743,-5951,-3603,11,1,1,0,1,0,0,"Managers",1,2,2,"WEDNESDAY",23,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-840
114399,1,"Cash loans","F","Y",0,157500,517500,26550,517500,"Unaccompanied","Commercial associate","Secondary / secondary special","Separated","House / apartment",0.018209,-15849,-1317,-214,-4516,15,1,1,0,1,1,0,"Drivers",1,3,3,"TUESDAY",9,0,0,0,0,0,0,"Business Entity Type 1",1,0,1,0,-1545
114408,0,"Cash loans","M","Y",0,202500,675000,32602.5,675000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.015221,-12394,-4224,-6374,-4301,13,1,1,1,1,1,0,"Laborers",2,2,2,"FRIDAY",10,0,0,0,0,1,1,"Industry: type 9",0,0,0,0,-1853
114542,0,"Cash loans","M","Y",2,225000,9e+05,26446.5,9e+05,"Unaccompanied","Working","Higher education","Married","House / apartment",0.010556,-15966,-3546,-4556,-4378,9,1,1,1,1,1,0,"Managers",4,3,3,"TUESDAY",14,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-2546
114558,0,"Cash loans","M","Y",0,180000,202500,21937.5,202500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.008866,-13953,-980,-4577,-4788,64,1,1,0,1,0,0,"Drivers",2,2,2,"THURSDAY",11,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1983
114573,0,"Cash loans","M","N",0,202500,135000,13351.5,135000,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.01885,-14514,-3373,-8588,-4433,3,1,1,0,1,1,1,"Laborers",2,2,2,"WEDNESDAY",14,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1374
